chunk_id,text,source_type,topic,document_index,chunk_index,total_chunks,word_count,original_doc_id,title,year,authors
pubmed_41489799_0,"INS068 is a new soluble, long-acting insulin analog intended to cover basal insulin requirements in patients with type 1 diabetes mellitus (T1DM) and type 2 diabetes mellitus (T2DM). The purpose of this study was to determine the molar dose ratio of INS068 to insulin degludec (IDeg) by comparing the clinical pharmacokinetic (PK) and pharmacodynamic (PD) profiles of INS068 and IDeg. The PD endpoints include glucose infusion rate (GIR) and glycated hemoglobin (HbA1c). Population Pharmacokinetic and Pharmacodynamic Modeling to Support Molar Dose Ratio Determination of Long-Acting Insulin Analogs.",pubmed,general,101,0,1,87,pubmed_41489799,Population Pharmacokinetic and Pharmacodynamic Modeling to Support Molar Dose Ratio Determination of Long-Acting Insulin Analogs.,,"Dan Tang, Xuehu Gao, Min Zhu"
pubmed_41484425_0,"Genotype-guided warfarin dosing has shown improved anticoagulation outcomes in individuals of European and Asian ancestry. However, its usefulness in specific subgroups remains uncertain. This open-label, non-inferiority randomized trial (NCT00700895) was conducted across three academic hospitals in Southeast Asia to assess the utility of genotype-guided warfarin dosing in Asian patients, focusing on specific potentially high-risk subgroups. We enrolled 322 newly initiated warfarin patients. The primary endpoint was the number of dose adjustments within the first 14 days of treatment, with a non-inferiority margin of 0.5. Clinical follow-up lasted 90 days. Among 322 randomized patients, 269 (mean age 58.7 years, 59.9  males) were evaluated for the primary endpoint. The pharmacogenetic algorithm significantly reduced dose titrations during the initial 14 days compared to the traditional dosing algorithm, without compromising safety. This benefit was consistent in those with atrial fibrillation (N   101, mean difference -1.63, 95  CI -2.16 to -1.10), non-atrial fibrillation indications (N   165, mean difference -0.88, 95  CI -1.26 to -0.49), stroke-only indications (N   19, mean difference -1.60, 95  CI -2.83 to -0.37), history of acute myocardial infarction (N   20), congestive heart failure (N   34), hypertension (N   152), diabetes mellitus (N   95), and across races (Chinese, N   163; Malay, Indian and Others, N   104), sexes (female, N   161 and male, N   108), and age groups (  65 years, N   168 and   65 years, N   101). However, no significant reduction was observed in patients with a history of stroke. There were no differences in minor or major bleeding complications, recurrent venous thromboembolism, or out-of-range INR measurements across most subgroups. Healthcare providers may consider using pharmacogenetic algorithms to individualize initial warfarin dosages in specific high risk Asian subpopulations. Trial registration: ClinicalTrials.gov NCT00700895 (19 06 2008). Subgroup analysis of genotype guided vs traditional warfarin dosing in Asian patients from an open label randomized trial.",pubmed,Anticoagulants,102,0,1,299,pubmed_41484425,Subgroup analysis of genotype guided vs traditional warfarin dosing in Asian patients from an open label randomized trial.,,"Hon Jen Wong, Yao Neng Teo, Yao Hao Teo"
pubmed_41483529_0,"Klebsiella pneumoniae pyogenic liver abscess (KP-PLA) is increasingly recognized as a cause of endogenous endophthalmitis (EE), particularly in East and Southeast Asia. Hypervirulent K. pneumoniae (hvKP) strains have been implicated in severe ocular complications, yet comprehensive data on incidence, risk factors, and visual outcomes are limited. How does hypervirulent Klebsiella pneumoniae influence the risk and visual outcomes of endogenous endophthalmitis in Klebsiella pneumoniae pyogenic liver abscess? A systematic review and meta analysis.",pubmed,Diabetes Mellitus,103,0,1,72,pubmed_41483529,How does hypervirulent Klebsiella pneumoniae influence the risk and visual outcomes of endogenous endophthalmitis in Klebsiella pneumoniae pyogenic liver abscess? A systematic review and meta analysis,,"Kai-Yang Chen, Hoi-Chun Chan, Chi-Ming Chan"
pubmed_41477070_0,"To map and categorize evidence related to cardiometabolic disease (CMD) risk in persons with spinal cord injury disease (SCI D) and to assess the proportion of studies reporting on sociodemographic variables. Screening, Diagnosis, and Treatment of Cardiometabolic Risk in Persons With Spinal Cord Injury Disease: A Scoping Review.",pubmed,Cardiometabolic disease,104,0,1,48,pubmed_41477070,"Screening, Diagnosis, and Treatment of Cardiometabolic Risk in Persons With Spinal Cord Injury/Disease: A Scoping Review.",,"Luxshmi Nageswaran, Sarah Rosenbaum, Athena Ma"
pubmed_41476907_0,"The global prevalence of diabetes mellitus (DM) and heart failure (HF) is rapidly increasing. Hyperglycemia, insulin resistance and hyperglycemia-induced oxidative stress in people with DM are the key etiological factors of HF. The factors disrupt systemic, myocardial and cellular mechanisms, leading to lipotoxicity, mitochondrial dysfunction, altered calcium signaling and inflammation, ultimately resulting in HF. Heart failure on the other hand induces new-onset diabetes by modulating insulin signaling. Despite the availability of novel treatment approaches, these comorbid conditions continue to increase hospitalization, treatment expenditure and mortality. Therefore, a thorough understanding of the complex bidirectional relationship between DM and HF might be helpful in managing the associated complications of both conditions. This review aims to provide an overview of cellular and pathophysiological interplay of the glucovascular continuum from DM to HF, and vice versa. Additionally, updated estimates on prevalence and outcomes of incident HF in people with DM and new-onset DM after HF are discussed. Guidelines from the United States, Europe and Korea recommended sodium glucose cotransporter-2 inhibitors (SGLT-2is) for primary prevention of DM and HF, and for reduction of HF hospitalization. Evidences from large-scale clinical trials and meta-analyses have shown that SGLT2i (empagliflozin, canagliflozin and dapagliflozin), semaglutide (glucagon-like peptide-1 receptor agonist) and finerenone (mineralcorticoid receptor antagonist) act as effective anti-diabetic agents and provide cardiovascular protection. Future research should prioritize diabetic control to manage and prevent lipotoxicity, oxidative stress, inflammation and advanced glycation end-product formation in order to diminish the disease burden. Concurrent diabetes and heart failure: revisiting epidemiological and clinicopathological interplay.",pubmed,Diabetes mellitus,105,0,1,250,pubmed_41476907,Concurrent diabetes and heart failure: revisiting epidemiological and clinicopathological interplay.,,"Jayagopal Pathiyil Balagopalan, Sandeep Bansal, Arpandev Bhattacharyya"
pubmed_41474893_0,"Type 2 diabetes mellitus (T2DM) poses an important worldwide health challenge, impacting over 400 million individuals globally. It ranks as the seventh most common reason for mortality. Among its forms, T2DM is the most widespread, accounting for close to 90.0  of all identified cases. Recognized as a critical chronic health issue, Type 2 diabetes contributes to early morbidity, heart-related conditions and various other health complications. Over the last two decades, advancements in medical science have introduced novel medications to manage high levels of blood sugar in T2DM. Alongside these developments, updated clinical guidelines now emphasize strict glucose management in the initial phases of the condition. This has complicated the selection of appropriate medications, leading to significant shifts in prescription trends, with notable differences observed across nations based on available treatment options. The study aimed to judge the various categories of oral diabetes medications used at the start of therapy, the prevalence of single-drug versus multi-drug approaches and the average count of medications suggested per patient visit. This cross-sectional study was conducted in the Department of Pharmacology in collaboration with the Department of Endocrinology Outpatients' Department in Mymensingh Medical College Hospital (MMCH), Mymensingh, Bangladesh. The mostfrequently used single drug is metformin (38.92 ) and the most generally used combination therapy is Sulfonylurea   Biguanides   DPP4 inhibitor (44.77 ). It is concluded that in T2DM cases, metformin was the most usually used drug both in initial drug treatment and as a single drug treatment. Sulfonylurea   Biguanides   DPP4 inhibitor was the most common blend therapy for T2DM. Prescribing Pattern of Oral Anti-diabetic Agents among Patients with Type 2 Diabetes in Outpatient Department of a Tertiary Care Hospital in Bangladesh.",pubmed,general,106,0,1,275,pubmed_41474893,Prescribing Pattern of Oral Anti-diabetic Agents among Patients with Type 2 Diabetes in Outpatient Department of a Tertiary Care Hospital in Bangladesh.,,"S Razia, S M Ahmed, A N Saleheen"
pubmed_41469898_0,"The current French guidelines for the treatment of psoriasis date from 2019 and do not include the most up-to-date interventions. The Psoriasis Research Group of the French Society of Dermatology has developed new guidelines to provide updated decision-making algorithms for the systemic treatment of adult patients with moderate-to-severe psoriasis. The algorithms were created following a thorough review of existing psoriasis treatment guidelines and recent publications on new systemic therapies not included in previous recommendations. They propose updated treatment strategies that combine established and emerging systemic therapies for patients with plaque psoriasis and psoriatic arthritis. The working group recommends methotrexate, adalimumab or ustekinumab as the primary systemic treatment for patients with psoriasis without symptomatic comorbidities. Additionally, the guidelines include specific recommendations for long-term management in cases of insufficient response or low disease activity, as well as for treating specific types of psoriasis and managing patients with comorbid conditions or those planning a pregnancy. French guidelines on systemic treatments for moderate-to-severe psoriasis in adults: Update 2025.",pubmed,HIV infections,107,0,1,164,pubmed_41469898,French guidelines on systemic treatments for moderate-to-severe psoriasis in adults: Update 2025.,,"Marie Masson Regnault, Emilie Brenaut, Marie-Emeline Marniquet"
pubmed_41469089_0,"In recent years, the prevalence of diabetes in China has increased significantly, and approximately 11.9  of Chinese adults had diabetes in 2020. Moreover, there are several rigorous challenges in diabetes prevention and glycaemic control, especially at the primary medical care level. In order to guide primary healthcare providers in providing comprehensive and continuous care to affected patients, the Office for Primary Diabetes Care of the National Basic Public Health Service Program and the Chinese Diabetes Society issued national guidelines for the prevention and control of diabetes at the primary care level in 2025. The management objects were adults with type 2 diabetes aged  18 years. The main contents include basic requirements for management, health management process, diagnosis, screening, evaluation, treatment, recognition and management of acute complications, traditional Chinese medicine, referral and health management and education. Guidelines on primary healthcare for type 2 diabetes in China, 2025.",pubmed,Clinical Medicine,108,0,1,146,pubmed_41469089,"Guidelines on primary healthcare for type 2 diabetes in China, 2025.",,"Weiping Jia, Dalong Zhu, Lixin Guo"
pubmed_41462479_0,"Diabetes mellitus includes a wide range of chronic metabolic disorders that result in severe hyperglycemia and other damages in diabetic patients due to impaired insulin secretion or insulin inefficiency. This study purpose was to consider of the potential therapeutic properties of MSCs-derived EVs Exo against DM. A complete systematic search was achieved in various electronic databases (Scopus, Web of Science, PubMed and Embase) up to June 2025, following the PRISMA guidelines. A whole of 89 studies were screened based on predetermined standards for inclusion and exclusion. Eventually, the current systematic study contained 13 publications that had the criteria of inclusion. According to the findings of this study, MSCs-derived EVs Exo reduce DM and hyperglycemia with the high ability to regulate inflammatory-immune responses and activate autophagy pathways. However, compared to the diabetic groups, treatment with MSCs-derived EVs Exo revealed tendency towards immunomodulatory, anti-inflammatory, anti-diabetic, regeneration and neogenesis of β-islets. In other studies, have been identified that DM causes significant biochemical changes in beta cells pancreas tissue. In addition, obvious histological changes were observed in pancreatic tissue following DM. Generally, MSCs-derived EVs Exo administration modulated most of the histological and biochemical changes caused by diabetes. Notably, the DM is improved through recovering damaged tissues, increasing insulin levels and glycemic stability. It seems that, MSCs-derived EVs Exo exert these protective and therapeutic properties through the modulating of multiple mechanisms that are implicated in DM. The therapeutic potential of mesenchymal stem cells-derived extracellular vesicles exosomes on the diabetes: a systematic review study.",pubmed,Diabetes mellitus. mesenchymal stem cells. extracellular vesicle. exosome. inflammation. apoptosis. signaling mechanisms,110,0,1,248,pubmed_41462479,The therapeutic potential of mesenchymal stem cells-derived extracellular vesicles/exosomes on the diabetes: a systematic review study.,,"Mahsa Kouhestani, Asieh Hosseini"
pubmed_41496621_0,"Diabetic cardiomyopathy (DCM) has emerged as a major health challenge, further intensified by the rising global prevalence of type 2 diabetes mellitus. It plays a key role in the morbidity and mortality linked to diabetes, mainly through myocardial dysfunction that develops independently of coronary artery disease or hypertensive heart disease and is a major contributor to heart failure. Despite the significance of DCM, there is no gold standard diagnostic test; rather, a multimodal approach is required that includes clinical evaluation (risk factors, and symptoms and signs), cardiac imaging techniques, and biomarkers. The integrationof all evaluations may ultimately allow for earlier identification and improved outcomes through timely intervention. In addition, there is scarce evidence on treatment of DCM. The conventional treatment approach is primarily focused on achieving glycemic control, managing cardiac dysfunction, and reducing cardiovascular events using therapies extrapolated from diabetes and heart failure guidelines, rather than targeting the underlying pathophysiological mechanisms. On the other hand, beyond pharmacological approaches, lifestyle modifications, particularly exercise and dietary interventions, could play an important role in the management of DCM due to the associated cardiometabolic benefits in patients with diabetes. In this review, due to the urgent need of clarification for the specific management of DCM and the lack of consistent evidence, we provide a practical updated overview from the pathophysiology to current and future treatment strategies. By integrating this knowledge, we aim to summarize the diagnosis and therapeutic approach that could effectively mitigate or prevent the progression of DCM. Practical approach to the management of diabetic cardiomyopathy: From molecular pathways to treatment strategies.",pubmed,diabetes mellitus,111,0,1,259,pubmed_41496621,Practical approach to the management of diabetic cardiomyopathy: From molecular pathways to treatment strategies.,,"Nuria Prieto-Laín, Alicia Trenas, Ricardo Gómez-Huelgas"
pubmed_41493151_0,"Therapeutic drug failure poses a significant global health burden, particularly in developing regions with high environmental toxicant exposure. While traditionally attributed to factors such as substandard drugs, genetic polymorphisms, and non-compliance, emerging evidence implicates heavy metals as under-recognized modulators of drug efficacy. This systematic review assessed how heavy metals potentially interfere with the pharmacokinetics and pharmacodynamics of drugs. Following PRISMA guidelines, peer-reviewed articles published between 1999 and 2024 were retrieved from PubMed, ScienceDirect, Web of Science, Scopus and Google Scholar. Studies investigating Environmental determinants of therapeutic drug failure: a systematic review of heavy metal-induced inefficacy.",pubmed,Therapeutic drug failure,112,0,1,95,pubmed_41493151,Environmental determinants of therapeutic drug failure: a systematic review of heavy metal-induced inefficacy.,,"James O Ibibama, Godswill J Udom, Rehoboth Uwaga"
pubmed_41492600_0,"Secondary hyperparathyroidism (SHPT) is a frequent complication in patients with end-stage renal disease (ESRD) undergoing hemodialysis. It results from imbalances in calcium, phosphate, and vitamin D metabolism due to impaired renal function. Burden of Secondary Hyperparathyroidism Among Patients on Hemodialysis: A Cross-Sectional Study.",pubmed,dialysis duration,113,0,1,43,pubmed_41492600,Burden of Secondary Hyperparathyroidism Among Patients on Hemodialysis: A Cross-Sectional Study.,,"Muhammad Ikram, Hayat Ullah, Muhammad Ayaz"
pubmed_41492196_0,"There is growing evidence that personalisation of hypertension treatment leads to better blood pressure control. This review will explore current evidence for individualised treatment of hypertension, and application of this in future guidelines. Hypertension guidelines need to be patient oriented.",pubmed,clinical guidelines,114,0,1,40,pubmed_41492196,Hypertension guidelines need to be patient oriented.,,"Nayanatara Nadeesha Tantirige, Joanna M Gray, Ian B Wilkinson"
pubmed_41491096_0,This study aimed to compare endoscopic third ventriculostomy (ETV) and ventriculoperitoneal shunt (VPS) in managing obstructive hydrocephalus secondary to posterior fossa tumors in pediatric patients. Endoscopic third ventriculostomy versus ventriculoperitoneal shunt in the treatment of hydrocephalus due to posterior fossa tumors in children: an updated meta-analysis.,pubmed,Endoscopic third ventriculostomy,115,0,1,46,pubmed_41491096,Endoscopic third ventriculostomy versus ventriculoperitoneal shunt in the treatment of hydrocephalus due to posterior fossa tumors in children: an updated meta-analysis.,,"Adriano M Lino-Filho, William Manoel da Silva Andrade, Walison José de Morais"
pubmed_41489340_0,"To evaluate the current evidence, clinical indications, methodologies, outcomes, and challenges associated with tandem extracorporeal blood purification support therapies (EBP STs) in critically ill children. Tandem Extracorporeal Blood Purification Support Therapies in Critically Ill Children: A Literature Review.",pubmed,continuous renal replacement therapy,116,0,1,38,pubmed_41489340,Tandem Extracorporeal Blood Purification/Support Therapies in Critically Ill Children: A Literature Review.,,"Parth Shirode, Tara Beck, Dana Y Fuhrman"
pubmed_41485762_0,"Growing evidence on the long-term efficacy and safety of sympathetic renal denervation (RDN) has established this neuromodulatory interventional therapy as the third therapeutic pillar for hypertension management, alongside lifestyle modification and pharmacotherapy. Accordingly, recent European and American guidelines have upgraded the role of RDN, recommending its consideration as an additional treatment option for selected patients with resistant or uncontrolled hypertension - particularly for those at high cardiovascular risk - when performed in experienced centers with appropriate training and within a shared decision-making framework that respects patients' preferences. This consensus document, jointly developed by the Hellenic Society of Hypertension (Hellenic Excellence Centers of Hypertension), the Hellenic Society of Cardiology (Working Groups 'Hypertension and Heart' and 'Interventional Cardiology'), the Hellenic Society of Nephrology, and the Hellenic Academy of General Practice Family Medicine and Primary Health Care, aims to provide a structured referral pathway for the clinical use of RDN in Greece. The proposed pathway integrates all contemporary therapeutic options in alignment with current hypertension guidelines and takes into account the structure of the Greek healthcare system. Ongoing and future research regarding antihypertensive therapies, including novel device-based and pharmacological interventions, is anticipated to further refine patient selection, procedural techniques, and long-term strategies to optimize cardiometabolic outcomes. Consensus Referral Pathway for the Clinical Use of Renal Denervation in Uncontrolled Hypertension: A Joint Statement by the Hellenic Society of Hypertension, the Hellenic Society of Cardiology (WGs 'Hypertension and Heart' and 'Interventional Cardiology'), the Hellenic Society of Nephrology and the Hellenic Academy of General Practice Family Medicine and Primary Health Care.",pubmed,consensus,117,0,1,255,pubmed_41485762,"Consensus Referral Pathway for the Clinical Use of Renal Denervation in Uncontrolled Hypertension: A Joint Statement by the Hellenic Society of Hypertension, the Hellenic Society of Cardiology (WGs ""H",,"Konstantinos Tsioufis, Michael Doumas, Konstantinos Aznaouridis"
pubmed_41485195_0,"Chronic thromboembolic pulmonary hypertension (CTEPH) is a rare but potentially curable form of pulmonary hypertension. Pathology is characterized by persistent, organized thrombi causing mechanical vascular obstruction, often accompanied by a small-vessel vasculopathy. In 2023, balloon pulmonary angioplasty (BPA) was introduced in our institution as a new treatment option for managing CTEPH. [Balloon pulmonary angioplasty in Gottsegen National Cardiovascular Center - results of the first 2 years].",pubmed,ballonos pulmonalis angioplastica (BPA),118,0,1,66,pubmed_41485195,[Balloon pulmonary angioplasty in Gottsegen National Cardiovascular Center - results of the first 2 years].,,"Tamás Baranyai, Péter Takács, Balázs Szabó"
pubmed_41484570_0,"This study assessed the efficacy and safety of anlotinib plus transcatheter arterial chemoembolization (TACE) as adjuvant therapy in hepatocellular carcinoma (HCC) at high-risk recurrence after resection. Adjuvant anlotinib plus TACE in hepatocellular carcinoma with postoperative high-risk recurrence: a single-arm, multi-center, phase II study.",pubmed,Adjuvant therapy,119,0,1,43,pubmed_41484570,"Adjuvant anlotinib plus TACE in hepatocellular carcinoma with postoperative high-risk recurrence: a single-arm, multi-center, phase II study.",,"Zheng Wang, Lei Zhang, Xin Zheng"
pubmed_41484425_0,"Genotype-guided warfarin dosing has shown improved anticoagulation outcomes in individuals of European and Asian ancestry. However, its usefulness in specific subgroups remains uncertain. This open-label, non-inferiority randomized trial (NCT00700895) was conducted across three academic hospitals in Southeast Asia to assess the utility of genotype-guided warfarin dosing in Asian patients, focusing on specific potentially high-risk subgroups. We enrolled 322 newly initiated warfarin patients. The primary endpoint was the number of dose adjustments within the first 14 days of treatment, with a non-inferiority margin of 0.5. Clinical follow-up lasted 90 days. Among 322 randomized patients, 269 (mean age 58.7 years, 59.9  males) were evaluated for the primary endpoint. The pharmacogenetic algorithm significantly reduced dose titrations during the initial 14 days compared to the traditional dosing algorithm, without compromising safety. This benefit was consistent in those with atrial fibrillation (N   101, mean difference -1.63, 95  CI -2.16 to -1.10), non-atrial fibrillation indications (N   165, mean difference -0.88, 95  CI -1.26 to -0.49), stroke-only indications (N   19, mean difference -1.60, 95  CI -2.83 to -0.37), history of acute myocardial infarction (N   20), congestive heart failure (N   34), hypertension (N   152), diabetes mellitus (N   95), and across races (Chinese, N   163; Malay, Indian and Others, N   104), sexes (female, N   161 and male, N   108), and age groups (  65 years, N   168 and   65 years, N   101). However, no significant reduction was observed in patients with a history of stroke. There were no differences in minor or major bleeding complications, recurrent venous thromboembolism, or out-of-range INR measurements across most subgroups. Healthcare providers may consider using pharmacogenetic algorithms to individualize initial warfarin dosages in specific high risk Asian subpopulations. Trial registration: ClinicalTrials.gov NCT00700895 (19 06 2008). Subgroup analysis of genotype guided vs traditional warfarin dosing in Asian patients from an open label randomized trial.",pubmed,Anticoagulants,120,0,1,299,pubmed_41484425,Subgroup analysis of genotype guided vs traditional warfarin dosing in Asian patients from an open label randomized trial.,,"Hon Jen Wong, Yao Neng Teo, Yao Hao Teo"
pubmed_41477187_0,"Hypertension is a leading, yet modifiable, cause of mortality worldwide. While current treatment guidelines apply uniformly, variation in outcomes suggests unrecognized biological heterogeneity. Existing classifications based solely on systolic and diastolic blood pressure fail to capture this complexity. We identified data-driven clinical phenotypes of primary hypertension and examined their associations with mortality. Hypertension Phenotypes and Mortality Risk in the United States of America: A Data-Driven Cluster Analysis.",pubmed,artificial intelligence,121,0,1,67,pubmed_41477187,Hypertension Phenotypes and Mortality Risk in the United States of America: A Data-Driven Cluster Analysis.,,"Rodrigo M Carrillo-Larco, Jithin Sam Varghese, Arshed Quyyumi"
pubmed_41477070_0,"To map and categorize evidence related to cardiometabolic disease (CMD) risk in persons with spinal cord injury disease (SCI D) and to assess the proportion of studies reporting on sociodemographic variables. Screening, Diagnosis, and Treatment of Cardiometabolic Risk in Persons With Spinal Cord Injury Disease: A Scoping Review.",pubmed,Cardiometabolic disease,122,0,1,48,pubmed_41477070,"Screening, Diagnosis, and Treatment of Cardiometabolic Risk in Persons With Spinal Cord Injury/Disease: A Scoping Review.",,"Luxshmi Nageswaran, Sarah Rosenbaum, Athena Ma"
pubmed_41476293_0,"Outcomes for patients with esophageal squamous cell carcinoma (ESCC) remain poor, partly due to treatment resistance, particularly to DNA-damaging therapies. Poly(ADP ribose) polymerase 1 (PARP1) plays a critical role in repairing single strand DNA breaks (SSBs). Unrepaired SSBs can be converted into double strand breaks (DSBs) during DNA replication, potentially leading to cell death. Genomic amplification of the distal portion of chromosome 3q (3q26-q29) is a frequent copy number alteration in ESCC, which harbors genes encoding several oncoproteins. However, whether long noncoding RNAs (lncRNAs) from this region contribute to ESCC pathogenesis and treatment resistance remains poorly understood. The lncRNA PARylator promotes PARP1 activation and resistance to DNA damaging therapy in esophageal squamous cell carcinoma.",pubmed,DNA repair,123,0,1,114,pubmed_41476293,The lncRNA PARylator promotes PARP1 activation and resistance to DNA‑damaging therapy in esophageal squamous cell carcinoma.,,"Teng Fei Qi, Yadong Liu, Jinkun Yang"
pubmed_41475012_0,"The renal resistive index (RRI) is a noninvasive indicator of renal vascular resistance and systemic hemodynamic status. Elevated RRI values have been consistently associated with subclinical vascular damage and target organ injury. Observational studies within the past decade have suggested that RRI may also serve as a prognostic marker for adverse cardiovascular outcomes and mortality. However, the evidence remains scattered and heterogeneous, and no systematic review has yet synthesized this body of literature. Renal Resistive Index and Cardiovascular Events, Cardiovascular Mortality, and All-Cause Mortality: Protocol for a Systematic Review and Meta-Analysis.",pubmed,PRISMA,124,0,1,91,pubmed_41475012,"Renal Resistive Index and Cardiovascular Events, Cardiovascular Mortality, and All-Cause Mortality: Protocol for a Systematic Review and Meta-Analysis.",,"Giulio Geraci, Vincenzo Calabrese, Pietro Ferrara"
pubmed_41488395_0,"Community-based management improve chronic disease outcomes, but their impact on disease perception and frailty in chronic obstructive pulmonary disease (COPD) patients remains underexplored. Factors Influencing Disease Perception Among Elderly Patients with Chronic Obstructive Pulmonary Disease in China: A Cross-Sectional Study.",pubmed,chronic obstructive pulmonary disease,125,0,1,40,pubmed_41488395,Factors Influencing Disease Perception Among Elderly Patients with Chronic Obstructive Pulmonary Disease in China: A Cross-Sectional Study.,,"Houmin Li, Lijun Liu, Chuchu Xu"
pubmed_41487794_0,"Anticoagulation is typically withheld in cases of severe thrombocytopenia, but clinical decision-making becomes challenging when a patient has multiple established venous and arterial thrombogenic risk factors, along with a fluctuating platelet level. Given the absence of clear guidelines and with an uncertain balance of risks and benefits, this case report and the accompanying discussion may offer useful insights for managing similar situations in the future. A 70 year old male with metastatic adenocarcinoma of the lung presented to the emergency department for evaluation of worsening fatigue and weakness, which had led to a presyncopal episode with a ground-level fall. His cancer had been diagnosed one year prior and treated monthly with radiation, chemo, and immunotherapies. On admission, he was hypotensive, tachycardic, febrile, and markedly pancytopenic. CT imaging suggested pneumonia superimposed on an extensive tumor burden. He was also found to have new-onset atrial fibrillation (AF) with a rapid ventricular rate. This was initially rate-controlled with labetalol, but anticoagulation was held due to thrombocytopenia, despite a CHADS₂ VASc score of 2. He was transferred to the ICU for chronic obstructive pulmonary disease exacerbation and septic shock complicated by pancytopenia and neutropenic fever. The patient was treated with broad spectrum antibiotics, steroids, filgrastim, vasopressors, intubation, and multiple transfusions (three units of platelets and one unit of packed red blood cells) during the first three days of his five-day admission. Platelet counts ranged between 11 and 61 10³ µL despite interventions. On day three, blood cultures grew Pseudomonas; antibiotics were narrowed, and he was successfully extubated to bilevel positive airway pressure. By day four, his atrial fibrillation converted to sinus rhythm for the first time during this admission, and digoxin was initiated due to ongoing hypotension. Subsequently, he developed a complicated pleural effusion that required chest tube placement. Unfortunately, on day five of admission, he exhibited ST segment elevations (V2-V6) consistent with anterior myocardial infarction. Due to thrombocytopenia, comorbidities, and goals of care, anticoagulation and reperfusion interventions were deferred. Care transitioned to comfort measures only, and he died 48 hours later. This report highlights a unique instance of a common clinical dilemma: determining whether to initiate or withhold anticoagulation in a thrombocytopenic patient with multiple high-risk prothrombotic factors. To our knowledge, no established guidelines specifically address the complex overlap of severe, fluctuating thrombocytopenia and elevated thrombotic risk. This report also underscores the importance of individualized clinical judgment and continual reassessment when making anticoagulation",pubmed,anticoagulation,126,0,2,400,pubmed_41487794,Anticoagulation-Related Dilemma: A Thrombocytopenic Patient With Numerous Thrombogenic Risk Factors.,,"Timothy Johnson, Jennifer Trube, Juan O Rodriguez-Padilla"
pubmed_41487794_1,"whether to initiate or withhold anticoagulation in a thrombocytopenic patient with multiple high-risk prothrombotic factors. To our knowledge, no established guidelines specifically address the complex overlap of severe, fluctuating thrombocytopenia and elevated thrombotic risk. This report also underscores the importance of individualized clinical judgment and continual reassessment when making anticoagulation decisions. Anticoagulation-Related Dilemma: A Thrombocytopenic Patient With Numerous Thrombogenic Risk Factors.",pubmed,anticoagulation,126,1,2,61,pubmed_41487794,Anticoagulation-Related Dilemma: A Thrombocytopenic Patient With Numerous Thrombogenic Risk Factors.,,"Timothy Johnson, Jennifer Trube, Juan O Rodriguez-Padilla"
pubmed_41465988_0,"Pneumatosis cystoides intestinalis (PCI) is an uncommon complaint that can produce free gas below the diaphragm, mimicking gastrointestinal perforation, which can easily lead to misdiagnosis. Although prognosis is generally good in most cases, complications can pose a threat to life and may require surgical intervention. Currently, clear surgical guidelines for PCI complicated by colonic perforation are lacking. Pneumatosis cystoides intestinalis with colonic perforation: A case report and literature review.",pubmed,colonic perforation,127,0,1,69,pubmed_41465988,Pneumatosis cystoides intestinalis with colonic perforation: A case report and literature review.,,"Jihua Cao, Daigui Zi, Min Chen"
pubmed_41464767_0,Optimizing Interdisciplinary Referral Pathways for Chronic Obstructive Pulmonary Disease Management Across Cardiology and Pulmonology Specialties in the Kingdom of Saudi Arabia.,pubmed,COPD,128,0,1,21,pubmed_41464767,Optimizing Interdisciplinary Referral Pathways for Chronic Obstructive Pulmonary Disease Management Across Cardiology and Pulmonology Specialties in the Kingdom of Saudi Arabia.,,"Majdy M Idrees, Yahya Z Habis, Ibrahim Jelaidan"
pubmed_41455779_0,"Dysphagia is a global health problem and one of the complications of COPD. It has a negative impact on health status and can reduce patients' ability to perform activities of daily living as well as their quality of life. Therefore, this study was conducted to investigate the effects of diverse health education based on the teach-back method on the health status, activities of daily living, and quality of life of dysphagia in elderly patients with chronic obstructive pulmonary disease (COPD). Elderly COPD patients who received inpatient treatment at a tertiary hospital in Yunnan, China, from November 2022 to September 2023 were selected and screened for combined dysphagia using the Kubota drinking water test. The control group was provided with routine care, and the intervention group added diversified health education based on the teach-back method on top of routine care. After 12 days of intervention, the results of health status, quality of life and activities of daily living were compared between the two groups. Research data shows that in terms of the proportion of patients in the two groups, 86.7 are male and 13.3 are female. The proportion is 23.3 for those aged 60-69, 48.9 for those aged 70-79, and 27.8 for those aged 80 and above. The proportion of those who could concentrate on eating was 15.6 , and those who could not concentrate on eating was 84.4 . The proportion of those who need to eat within 30 min is 61.1 , and that who need to eat within 30 min is 38.9 . The proportion of comorbidities with less than two diseases was 26.7 , and that with two or more diseases was 73.3 .The general demographic data of the two groups were compared, and the differences were not statistically significant (P 0.05) and were comparable; the health status score of the intervention group (19.56 5.05) showed a significant downward trend compared with the control group (23.38 6.70) (P 0.05); the ability to carry out activities of daily living in the intervention group (82.89 19.20) was scored as showing a significant upward trend compared with the control group (68.78 25.00) (P 0.05); and the psychological burden on the quality of life of patients in the two groups, Eating time, desire to eat, food choice, verbal communication, fear, mental health, social interaction, sleep and fatigue in both groups (P 0.05), however, symptom frequency was rated lower than that of",pubmed,general,129,0,2,400,pubmed_41455779,Research on the application of feedback method combined with diversified health education in elderly patients with COPD complicated with dysphagia.,,"Quanyue Ji, Mengjing Han, Kun Xu"
